Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PMD,Psychemedics Corporation,14.41,$78.14M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
PTC,PTC Inc.,36.46,$4.18B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",7.42,$254.3M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PULB,Pulaski Financial Corp.,16.14,$193M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pulb
PULM,"Pulmatrix, Inc.",3.32,$48.19M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
PCYO,Pure Cycle Corporation,4.64,$110.22M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
PXS,Pyxis Tankers Inc.,2.1213,$38.7M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/pxs
QADA,QAD Inc.,19.63,$369.14M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,16.44,$309.15M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QCRH,"QCR Holdings, Inc.",25.75,$304.16M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
QGEN,Qiagen N.V.,22.46,$5.23B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
QIWI,QIWI plc,12.23,$738.92M,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QKLS,"QKL Stores, Inc.",0.46,"$700,269.96 ",n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/qkls
QLIK,Qlik Technologies Inc.,30.79,$2.87B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlik
QLGC,QLogic Corporation,13.09,$1.08B,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/qlgc
QLTI,QLT Inc.,1.497,$79.09M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qlti
QRVO,"Qorvo, Inc.",45.03,$6.17B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,50.52,$74.21B,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,"Quality Systems, Inc.",14.08,$857.28M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,0.471,$5.77M,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",25.19,$867.35M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QRHC,Quest Resource Holding Corporation.,0.43,$48.07M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,1.1,$62.67M,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,17.28,$557.65M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QPAC,Quinpario Acquisition Corp. 2,9.75,$426.56M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpac
QPACU,Quinpario Acquisition Corp. 2,10,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpacu
QPACW,Quinpario Acquisition Corp. 2,0.2,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpacw
QNST,"QuinStreet, Inc.",3.52,$159.22M,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,4.86,$44.78M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QUNR,Qunar Cayman Islands Limited,40.81,$5.91B,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/qunr
QTNT,Quotient Limited,10.525,$267.43M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
RRD,R.R. Donnelley & Sons Company,17.4,$3.63B,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RADA,Rada Electronics Industries Limited,0.38,$6.04M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,13.61,$117.57M,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
ROIA,"Radio One, Inc.",2.3,$114.1M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roia
ROIAK,"Radio One, Inc.",2.215,$109.88M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roiak
RSYS,RadiSys Corporation,4.46,$165.14M,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",35.6,$1.53B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",5.05,$238.33M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,10.8,$483.61M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
RMBS,"Rambus, Inc.",11.63,$1.28B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,4.3,$27.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rand
RLOG,"Rand Logistics, Inc.",0.923,$16.87M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rlog
GOLD,Randgold Resources Limited,100.5,$9.37B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RPD,"Rapid7, Inc.",12.52,$520.94M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RPTP,Raptor Pharmaceutical Corp.,4.91,$418.55M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rptp
RAVE,"Rave Restaurant Group, Inc.",4.96,$51.16M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",16.09,$583.74M,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
ROLL,RBC Bearings Incorporated,73.38,$1.77B,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RICK,"RCI Hospitality Holdings, Inc.",10.25,$101.97M,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",5.1508,$64.25M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RLOC,"ReachLocal, Inc.",1.58,$47.51M,2010,Technology,Advertising,http://www.nasdaq.com/symbol/rloc
RDI,Reading International Inc,12.98,$302.73M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,12.7,$285.53M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",0.505,$6.34M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
RELY,"Real Industry, Inc. ",8.85,$258.71M,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rely
RNWK,"RealNetworks, Inc.",4.55,$166.92M,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",22,$1.73B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
UTES,Reaves Utilities ETF,29.4399,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/utes
DAX,Recon Capital DAX Germany ETF,24.6815,$14.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
QYLD,Recon Capital NASDAQ-100 Covered Call ETF,21.5745,$17.26M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
RCON,"Recon Technology, Ltd.",1.32,$7.66M,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",6.91,$64.39M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",64.8697,$884.2M,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",18.64,$2.16B,2016,n/a,n/a,http://www.nasdaq.com/symbol/rrr
RDHL,Redhill Biopharma Ltd.,12.82,$162.96M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REDF,Rediff.com India Limited,0.2902,$8.01M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/redf
REGN,"Regeneron Pharmaceuticals, Inc.",376.71,$39.47B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,10.42,$274.34M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
DFVL,region,71.1,$2.13M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
DFVS,region,26.732,$1.35M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
DGLD,region,48.29,$6.57M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dgld
DLBL,region,81.27,$4.58M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
DLBS,region,16.71,$13.86M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
DSLV,region,28.65,$16.24M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dslv
DTUL,region,65.77,$4.7M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
DTUS,region,29.8521,$11.16M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
DTYL,region,80.84,$5.82M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
DTYS,region,14.76,$46.36M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
FLAT,region,60.844,$5.05M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
SLVO,region,10.2232,$8.69M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/slvo
STPP,region,32.21,$13.11M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
TAPR,region,25.28,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
TVIX,region,3.83,$53.32M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tvix
TVIZ,region,13.4001,"$569,397.05 ",n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tviz
UGLD,region,12.89,$12.7M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ugld
USLV,region,19.435,$38.14M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/uslv
VIIX,region,22.7,$3.81M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/viix
VIIZ,region,15.48,$1.94M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/viiz
XIV,region,26.27,$407.55M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/xiv
ZIV,region,38.73,$35.63M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ziv
RGLS,Regulus Therapeutics Inc.,5.84,$307.8M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",25.24,$285.43M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,"Reliv&#39; International, Inc.",0.75,$9.69M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
RLYP,"Relypsa, Inc.",18.1,$783.93M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rlyp
MARK,"Remark Media, Inc.",4.69,$93.08M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,34.33,$1.39B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",9.72,$426.1M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RNVA,"Rennova Health, Inc.",0.64,$9.46M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/rnva
RNVAW,"Rennova Health, Inc.",n/a,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/rnvaw
RCII,Rent-A-Center Inc.,14.7,$780.45M,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RTK,"Rentech, Inc.",3.47,$79.93M,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RGEN,Repligen Corporation,26.64,$879.96M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,2.37,$57.63M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RBCAA,"Republic Bancorp, Inc.",27.31,$570.9M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",4.65,$175.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
RSAS,RESAAS Services Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rsas
REFR,Research Frontiers Incorporated,4.54,$109.16M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
RESN,Resonant Inc.,4,$29.56M,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
REXI,"Resource America, Inc.",6.32,$131.19M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/rexi
RECN,"Resources Connection, Inc.",14.76,$542.59M,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
ROIC,Retail Opportunity Investments Corp.,19.67,$1.96B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
SALE,"RetailMeNot, Inc.",8.43,$417.38M,2013,Consumer Services,Advertising,http://www.nasdaq.com/symbol/sale
RTRX,"Retrophin, Inc.",13.78,$503.09M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",18.38,$522.6M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RBIO,"rEVO Biologics, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbio
RVLT,"Revolution Lighting Technologies, Inc.",6.51,$104.15M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,9.06,$111.81M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
REXX,Rex Energy Corporation,1,$56.95M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",2.5016,$21.83M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,22.6086,$107.46M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RIBT,RiceBran Technologies,1.29,$13.53M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,0.43,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",5.19,$66.66M,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",2.84,$257.18M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
NAME,"Rightside Group, Ltd.",9.04,$173.54M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/name
RNET,"RigNet, Inc.",17.1,$303.66M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RITT,RIT Technologies Ltd.,0.3499,$5.44M,1997,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ritt
RITTW,RIT Technologies Ltd.,0.08,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rittw
RTTR,"Ritter Pharmaceuticals, Inc.",1.63,$13.99M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,4.36,$98.13M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",0.56,$7.91M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,0.97,$35.78M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,ROBO Global Robotics and Automation Index ETF,24.75,$113.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
FUEL,Rocket Fuel Inc.,2.86,$124.78M,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fuel
RMTI,"Rockwell Medical, Inc.",9.22,$475.08M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",12.05,$91.39M,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",10.07,$58.8M,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
RSTI,"Rofin-Sinar Technologies, Inc.",32.19,$917.65M,1996,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rsti
ROKA,"Roka Bioscience, Inc.",0.68,$12.14M,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka
ROSG,Rosetta Genomics Ltd.,1.31,$26.88M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",56.78,$22.79B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
ROVI,Rovi Corporation,17.62,$1.47B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rovi
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",2.95,$82.43M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,"Royal Gold, Inc.",62.62,$4.09B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,11.08,$571.77M,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RRM,RR Media Ltd.,13.06,$229.04M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rrm
RTIX,"RTI Surgical, Inc.",3.99,$230.63M,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",0.68,$18.17M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RUSHA,"Rush Enterprises, Inc.",19.69,$797.26M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",19.295,$781.27M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",15.88,$534.17M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,RXI Pharmaceuticals Corporation,2.22,$1.45M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RYAAY,Ryanair Holdings plc,80.95,$21.36B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",25.67,$893.58M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,4.59,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SBRA,"Sabra Healthcare REIT, Inc.",21.09,$1.37B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Healthcare REIT, Inc.",26.26,$151M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,28.95,$7.97B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",0.6073,$10.6M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",56.61,$854.36M,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",37.66,$1.21B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SGNT,"Sagent Pharmaceuticals, Inc.",11.64,$382.23M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgnt
SAIA,"Saia, Inc.",28.92,$728.39M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SAJA,"Sajan, Inc.",5.29,$25.3M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/saja
SALM,"Salem Media Group, Inc.",7.77,$198M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",32.25,$88.8M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",91.73,$2.07B,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SNDK,SanDisk Corporation,75.13,$15.24B,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/sndk
SASR,"Sandy Spring Bancorp, Inc.",28.59,$680.97M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo BioSciences, Inc.",6.31,$444.03M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,23.65,$1.83B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.142,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,11.77,$573.9M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",14.18,$647.55M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SBFG,"SB Financial Group, Inc.",10.73,$52.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",11.19,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,103.04,$12.91B,1999,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",40.66,$1.07B,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.3111,$6.92M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",20.61,$551.44M,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,36.38,$1.24B,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,"SciClone Pharmaceuticals, Inc.",13.2,$655.04M,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,Scientific Games Corp,9.92,$858.36M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SQI,"SciQuest, Inc.",13.82,$384.9M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sqi
SNI,"Scripps Networks Interactive, Inc",62.35,$8.03B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni
SCYX,"SCYNEXIS, Inc.",3.91,$54.37M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",3.73,$128.16M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,16.2,$560.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,21.7,$6.43B,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,2.94,$2.34M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SRSC,Sears Canada Inc. ,3.9,$397.32M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/srsc
SHLD,Sears Holdings Corporation,16.375,$1.75B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,5.4297,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",6.77,$153.81M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,14.92,$165.64M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",35.48,$4.96B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",4.73,$170.37M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
SCWX,SecureWorks Corp.,13.38,$1.08B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,4.9,$72.78M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,48.08,$7.79B,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",8.2,$94.99M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
SCSS,Select Comfort Corporation,24.68,$1.2B,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
SIGI,"Selective Insurance Group, Inc.",34.71,$2B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
LEDS,SemiLEDS Corporation,2,$5.81M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMLR,"Semler Scientific, Inc.",1.5478,$7.93M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/smlr
SMTC,Semtech Corporation,21.63,$1.41B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,32.59,$321.78M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,34.6895,$342.51M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
